date,source_page,paksha_day,mars_raw,mars_deg,mercury_raw,mercury_deg,jupiter_raw,jupiter_deg,venus_raw,venus_deg,saturn_raw,saturn_deg,ketu_raw,ketu_deg,page_excluded,page_exclusion_reason,row_quality_notes
2025-10-19,p25-kartika.jpg,12,06.23.42.04,203.7011,06.26.32.49,206.5469,03.01.29.07,91.4853,05.24.05.30,174.0917,10.29.10.30,329.175,04.24.04.21,144.0725,NO,,"Saturn reads 10.29.xx (~330 deg) with smooth plausible retrograde rate ~-4'/day; the orientation assumption of print-corrupt ~312 deg is NOT confirmed on this photo (second group २९ verified at 6x zoom) — parent re-verified 2026-09-21 at high zoom: Saturn GOOD (10.29.xx ~330 deg, smooth retrograde); the 312-deg claim was a 29-as-12 misread. Saturn usable. Venus bhaga 24: +11d14' overnight jump, print misprint (२४ verified at 6x as printed)."
2025-10-20,p25-kartika.jpg,13,06.24.23.42,204.395,06.27.37.24,207.6233,03.01.23.25,91.3903,05.25.29.48,175.4967,10.29.06.55,329.1153,04.24.01.20,144.0222,NO,,"Saturn reads 10.29.xx (~330 deg) with smooth plausible retrograde rate ~-4'/day; the orientation assumption of print-corrupt ~312 deg is NOT confirmed on this photo (second group २९ verified at 6x zoom) — parent re-verified 2026-09-21 at high zoom: Saturn GOOD (10.29.xx ~330 deg, smooth retrograde); the 312-deg claim was a 29-as-12 misread. Saturn usable. Jupiter pala 23.25: -5'42'' drop, print misprint (२३ verified at 6x as printed)."
2025-10-21,p25-kartika.jpg,14,06.25.05.19,205.0886,06.28.41.39,208.6942,03.01.27.23,91.4564,05.26.34.06,176.5683,10.29.03.20,329.0556,04.23.57.59,143.9664,NO,,Saturn reads 10.29.xx (~330 deg) with smooth plausible retrograde rate ~-4'/day; the orientation assumption of print-corrupt ~312 deg is NOT confirmed on this photo (second group २९ verified at 6x zoom) — parent re-verified 2026-09-21 at high zoom: Saturn GOOD (10.29.xx ~330 deg, smooth retrograde); the 312-deg claim was a 29-as-12 misread. Saturn usable. Printed day number '30' (misprint).
2025-10-22,p25-kartika-shukla.jpg,1,06.25.46.56,205.7822,06.29.46.04,209.7678,03.01.31.31,91.5253,05.27.48.24,177.8067,10.28.59.45,328.9958,04.23.54.48,143.9133,NO,,"Saturn reads 10|28|59|45 = 329.00 deg Oct 22, smooth plausible retrograde ~-0.05 deg/day (continuous with Kartika-Krishna page 10|29|03); the brief's ~312 deg corruption claim NOT confirmed -- re-verified at high zoom (brief misread 29 as 12). Venus column corrupt: rashi-carry print error (rashi stays 05 while bhaga runs 27->38, invalid bhaga>=30); naive rashi*30+bhaga gives +11.9 deg Oct 22 with physically impossible -8.6 deg jump at row 10->11 (verified day-to-day rates); exclude Venus from fits (Saturn re-verified GOOD at high zoom; the 312-deg corruption claim was a 29-as-12 misread)."
2025-10-23,p25-kartika-shukla.jpg,2,06.26.28.33,206.4758,07.00.50.28,210.8411,03.01.35.39,91.5942,05.29.02.42,179.0450,10.28.56.20,328.9389,04.23.52.37,143.8769,NO,,"Saturn reads 10|28|59|45 = 329.00 deg Oct 22, smooth plausible retrograde ~-0.05 deg/day (continuous with Kartika-Krishna page 10|29|03); the brief's ~312 deg corruption claim NOT confirmed -- re-verified at high zoom (brief misread 29 as 12). Venus column corrupt: rashi-carry print error (rashi stays 05 while bhaga runs 27->38, invalid bhaga>=30); naive rashi*30+bhaga gives +11.9 deg Oct 22 with physically impossible -8.6 deg jump at row 10->11 (verified day-to-day rates); exclude Venus from fits (Saturn re-verified GOOD at high zoom; the 312-deg corruption claim was a 29-as-12 misread)."
2025-10-24,p25-kartika-shukla.jpg,3,06.27.10.10,207.1694,07.01.54.52,211.9144,03.01.39.47,91.6631,05.30.27.00,180.4500,10.28.52.36,328.8767,04.23.48.29,143.8081,NO,,"Saturn reads 10|28|59|45 = 329.00 deg Oct 22, smooth plausible retrograde ~-0.05 deg/day (continuous with Kartika-Krishna page 10|29|03); the brief's ~312 deg corruption claim NOT confirmed -- re-verified at high zoom (brief misread 29 as 12). Venus column corrupt: rashi-carry print error (rashi stays 05 while bhaga runs 27->38, invalid bhaga>=30); naive rashi*30+bhaga gives +11.9 deg Oct 22 with physically impossible -8.6 deg jump at row 10->11 (verified day-to-day rates); exclude Venus from fits (Saturn re-verified GOOD at high zoom; the 312-deg corruption claim was a 29-as-12 misread)."
2025-10-25,p25-kartika-shukla.jpg,4,06.27.52.10,207.8694,07.02.29.00,212.4833,03.01.42.33,91.7092,05.31.31.37,181.5269,10.28.49.31,328.8253,04.23.45.26,143.7572,NO,,"Saturn reads 10|28|59|45 = 329.00 deg Oct 22, smooth plausible retrograde ~-0.05 deg/day (continuous with Kartika-Krishna page 10|29|03); the brief's ~312 deg corruption claim NOT confirmed -- re-verified at high zoom (brief misread 29 as 12). Venus column corrupt: rashi-carry print error (rashi stays 05 while bhaga runs 27->38, invalid bhaga>=30); naive rashi*30+bhaga gives +11.9 deg Oct 22 with physically impossible -8.6 deg jump at row 10->11 (verified day-to-day rates); exclude Venus from fits (Saturn re-verified GOOD at high zoom; the 312-deg corruption claim was a 29-as-12 misread)."
2025-10-26,p25-kartika-shukla.jpg,5,06.28.34.09,208.5692,07.03.03.08,213.0522,03.01.45.29,91.7581,05.32.46.24,182.7733,10.28.46.26,328.7739,04.23.42.05,143.7014,NO,,"Saturn reads 10|28|59|45 = 329.00 deg Oct 22, smooth plausible retrograde ~-0.05 deg/day (continuous with Kartika-Krishna page 10|29|03); the brief's ~312 deg corruption claim NOT confirmed -- re-verified at high zoom (brief misread 29 as 12). Venus column corrupt: rashi-carry print error (rashi stays 05 while bhaga runs 27->38, invalid bhaga>=30); naive rashi*30+bhaga gives +11.9 deg Oct 22 with physically impossible -8.6 deg jump at row 10->11 (verified day-to-day rates); exclude Venus from fits (Saturn re-verified GOOD at high zoom; the 312-deg corruption claim was a 29-as-12 misread)."
2025-10-27,p25-kartika-shukla.jpg,6,06.29.16.08,209.2689,07.03.37.16,213.6211,03.01.48.05,91.8014,05.34.00.51,184.0142,10.28.43.22,328.7228,04.23.38.54,143.6483,NO,,"Saturn reads 10|28|59|45 = 329.00 deg Oct 22, smooth plausible retrograde ~-0.05 deg/day (continuous with Kartika-Krishna page 10|29|03); the brief's ~312 deg corruption claim NOT confirmed -- re-verified at high zoom (brief misread 29 as 12). Venus column corrupt: rashi-carry print error (rashi stays 05 while bhaga runs 27->38, invalid bhaga>=30); naive rashi*30+bhaga gives +11.9 deg Oct 22 with physically impossible -8.6 deg jump at row 10->11 (verified day-to-day rates); exclude Venus from fits (Saturn re-verified GOOD at high zoom; the 312-deg corruption claim was a 29-as-12 misread)."
2025-10-28,p25-kartika-shukla.jpg,7,06.29.58.07,209.9686,07.04.22.24,214.3733,03.01.50.51,91.8475,05.35.25.51,185.4308,10.28.40.28,328.6744,04.23.35.43,143.5953,NO,,"Saturn reads 10|28|59|45 = 329.00 deg Oct 22, smooth plausible retrograde ~-0.05 deg/day (continuous with Kartika-Krishna page 10|29|03); the brief's ~312 deg corruption claim NOT confirmed -- re-verified at high zoom (brief misread 29 as 12). Venus column corrupt: rashi-carry print error (rashi stays 05 while bhaga runs 27->38, invalid bhaga>=30); naive rashi*30+bhaga gives +11.9 deg Oct 22 with physically impossible -8.6 deg jump at row 10->11 (verified day-to-day rates); exclude Venus from fits (Saturn re-verified GOOD at high zoom; the 312-deg corruption claim was a 29-as-12 misread). Mercury row7 pala=22 re-verified at 3x (deltas +0.75 then +0.39 deg/day -- irregular, as printed). Venus row7 vipala=51 (corrected from initial 28 misread)."
2025-10-29,p25-kartika-shukla.jpg,8,07.00.40.06,210.6683,07.04.45.32,214.7589,03.01.53.37,91.8936,05.36.30.05,186.5014,10.28.37.24,328.6233,04.23.32.32,143.5422,NO,,"Saturn reads 10|28|59|45 = 329.00 deg Oct 22, smooth plausible retrograde ~-0.05 deg/day (continuous with Kartika-Krishna page 10|29|03); the brief's ~312 deg corruption claim NOT confirmed -- re-verified at high zoom (brief misread 29 as 12). Venus column corrupt: rashi-carry print error (rashi stays 05 while bhaga runs 27->38, invalid bhaga>=30); naive rashi*30+bhaga gives +11.9 deg Oct 22 with physically impossible -8.6 deg jump at row 10->11 (verified day-to-day rates); exclude Venus from fits (Saturn re-verified GOOD at high zoom; the 312-deg corruption claim was a 29-as-12 misread)."
2025-10-30,p25-kartika-shukla.jpg,9,07.01.22.05,211.3681,07.05.19.40,215.3278,03.01.56.23,91.9397,05.37.44.41,187.7447,10.28.34.20,328.5722,04.23.29.22,143.4894,NO,,"Saturn reads 10|28|59|45 = 329.00 deg Oct 22, smooth plausible retrograde ~-0.05 deg/day (continuous with Kartika-Krishna page 10|29|03); the brief's ~312 deg corruption claim NOT confirmed -- re-verified at high zoom (brief misread 29 as 12). Venus column corrupt: rashi-carry print error (rashi stays 05 while bhaga runs 27->38, invalid bhaga>=30); naive rashi*30+bhaga gives +11.9 deg Oct 22 with physically impossible -8.6 deg jump at row 10->11 (verified day-to-day rates); exclude Venus from fits (Saturn re-verified GOOD at high zoom; the 312-deg corruption claim was a 29-as-12 misread)."
2025-10-31,p25-kartika-shukla.jpg,10,07.02.04.04,212.0678,07.05.53.48,215.8967,03.01.59.09,91.9858,05.38.59.27,188.9908,10.28.31.06,328.5183,04.23.26.22,143.4394,NO,,"Saturn reads 10|28|59|45 = 329.00 deg Oct 22, smooth plausible retrograde ~-0.05 deg/day (continuous with Kartika-Krishna page 10|29|03); the brief's ~312 deg corruption claim NOT confirmed -- re-verified at high zoom (brief misread 29 as 12). Venus column corrupt: rashi-carry print error (rashi stays 05 while bhaga runs 27->38, invalid bhaga>=30); naive rashi*30+bhaga gives +11.9 deg Oct 22 with physically impossible -8.6 deg jump at row 10->11 (verified day-to-day rates); exclude Venus from fits (Saturn re-verified GOOD at high zoom; the 312-deg corruption claim was a 29-as-12 misread)."
2025-11-01,p25-kartika-shukla.jpg,11,07.02.46.31,212.7753,07.05.59.25,215.9903,03.02.00.29,92.0081,06.00.24.06,180.4017,10.28.28.39,328.4775,04.23.23.09,143.3858,NO,,"Saturn reads 10|28|59|45 = 329.00 deg Oct 22, smooth plausible retrograde ~-0.05 deg/day (continuous with Kartika-Krishna page 10|29|03); the brief's ~312 deg corruption claim NOT confirmed -- re-verified at high zoom (brief misread 29 as 12). Venus column corrupt: rashi-carry print error (rashi stays 05 while bhaga runs 27->38, invalid bhaga>=30); naive rashi*30+bhaga gives +11.9 deg Oct 22 with physically impossible -8.6 deg jump at row 10->11 (verified day-to-day rates); exclude Venus from fits (Saturn re-verified GOOD at high zoom; the 312-deg corruption claim was a 29-as-12 misread)."
2025-11-02,p25-kartika-shukla.jpg,12,07.03.28.58,213.4828,07.06.05.02,216.0839,03.02.01.48,92.0300,06.01.28.54,181.4817,10.28.26.22,328.4394,04.23.19.50,143.3306,NO,,"Saturn reads 10|28|59|45 = 329.00 deg Oct 22, smooth plausible retrograde ~-0.05 deg/day (continuous with Kartika-Krishna page 10|29|03); the brief's ~312 deg corruption claim NOT confirmed -- re-verified at high zoom (brief misread 29 as 12). Venus column corrupt: rashi-carry print error (rashi stays 05 while bhaga runs 27->38, invalid bhaga>=30); naive rashi*30+bhaga gives +11.9 deg Oct 22 with physically impossible -8.6 deg jump at row 10->11 (verified day-to-day rates); exclude Venus from fits (Saturn re-verified GOOD at high zoom; the 312-deg corruption claim was a 29-as-12 misread)."
2025-11-03,p25-kartika-shukla.jpg,13,07.04.11.24,214.1900,07.06.20.39,216.3442,03.02.03.07,92.0519,06.02.43.42,182.7283,10.28.23.15,328.3875,04.23.16.39,143.2775,NO,,"Saturn reads 10|28|59|45 = 329.00 deg Oct 22, smooth plausible retrograde ~-0.05 deg/day (continuous with Kartika-Krishna page 10|29|03); the brief's ~312 deg corruption claim NOT confirmed -- re-verified at high zoom (brief misread 29 as 12). Venus column corrupt: rashi-carry print error (rashi stays 05 while bhaga runs 27->38, invalid bhaga>=30); naive rashi*30+bhaga gives +11.9 deg Oct 22 with physically impossible -8.6 deg jump at row 10->11 (verified day-to-day rates); exclude Venus from fits (Saturn re-verified GOOD at high zoom; the 312-deg corruption claim was a 29-as-12 misread)."
2025-11-04,p25-kartika-shukla.jpg,14,07.04.53.50,214.8972,07.06.03.42,216.0617,03.02.04.25,92.0736,06.03.58.30,183.9750,10.28.21.28,328.3578,04.23.13.28,143.2244,NO,,"Saturn reads 10|28|59|45 = 329.00 deg Oct 22, smooth plausible retrograde ~-0.05 deg/day (continuous with Kartika-Krishna page 10|29|03); the brief's ~312 deg corruption claim NOT confirmed -- re-verified at high zoom (brief misread 29 as 12). Venus column corrupt: rashi-carry print error (rashi stays 05 while bhaga runs 27->38, invalid bhaga>=30); naive rashi*30+bhaga gives +11.9 deg Oct 22 with physically impossible -8.6 deg jump at row 10->11 (verified day-to-day rates); exclude Venus from fits (Saturn re-verified GOOD at high zoom; the 312-deg corruption claim was a 29-as-12 misread)."
2025-11-05,p25-kartika-shukla.jpg,15,07.05.36.16,215.6044,07.05.44.23,215.7397,,,06.05.13.28,185.2244,10.28.28.52,328.4811,04.23.10.17,143.1714,NO,,"Saturn reads 10|28|59|45 = 329.00 deg Oct 22, smooth plausible retrograde ~-0.05 deg/day (continuous with Kartika-Krishna page 10|29|03); the brief's ~312 deg corruption claim NOT confirmed -- re-verified at high zoom (brief misread 29 as 12). Venus column corrupt: rashi-carry print error (rashi stays 05 while bhaga runs 27->38, invalid bhaga>=30); naive rashi*30+bhaga gives +11.9 deg Oct 22 with physically impossible -8.6 deg jump at row 10->11 (verified day-to-day rates); exclude Venus from fits (Saturn re-verified GOOD at high zoom; the 312-deg corruption claim was a 29-as-12 misread). Jupiter row15 vipala unreadable (bottom edge of photo; raw and deg left empty per rule). Saturn row15 pala=28 as printed (breaks -3'/day trend; expected ~18 -- print anomaly)."
2025-11-06,p25-margashirsha-krishna.jpg,1,07.06.28.42,216.4783,07.05.25.05,215.4181,03.02.07.05,92.1181,06.06.28.06,186.4683,10.28.26.26,328.4406,04.23.47.07,143.7853,NO,,"Ketu systematic +2.7 deg vs Swiss mean node (stable across pages). Tithi 01 (pratipada). Mercury verdict: internally smooth/monotonic (~-0.71 deg/day, no erratic jumps), but no stationary point at Nov 9 station and -6 deg absolute offset vs Swiss — simplified mean-motion theory, not corrupted/erratic."
2025-11-07,p25-margashirsha-krishna.jpg,2,07.07.01.08,217.0189,07.05.05.47,215.0964,03.02.08.23,92.1397,06.07.42.54,187.7150,10.28.24.00,328.4000,04.23.43.57,143.7325,NO,,Ketu systematic +2.7 deg vs Swiss mean node (stable across pages).
2025-11-08,p25-margashirsha-krishna.jpg,3,07.07.43.58,217.7328,07.04.22.59,214.3831,03.02.08.40,92.1444,06.08.57.53,188.9647,10.28.22.29,328.3747,04.23.40.46,143.6794,NO,,Ketu systematic +2.7 deg vs Swiss mean node (stable across pages).
2025-11-09,p25-margashirsha-krishna.jpg,4,07.08.26.48,218.4467,07.03.40.21,213.6725,03.02.08.57,92.1492,06.10.12.52,190.2144,10.28.20.38,328.3439,04.23.57.35,143.9597,NO,,Ketu systematic +2.7 deg vs Swiss mean node (stable across pages). Ketu +0.28 deg discontinuity vs row 3 (print anomaly; transcribed as seen).
2025-11-10,p25-margashirsha-krishna.jpg,5,07.09.09.38,219.1606,07.02.57.23,212.9564,03.02.09.23,92.1564,06.11.27.50,191.4639,10.28.08.57,328.1492,04.23.54.24,143.9067,NO,,Ketu systematic +2.7 deg vs Swiss mean node (stable across pages). Saturn -0.19 deg step vs row 4 (print anomaly; transcribed as seen).
2025-11-11,p25-margashirsha-krishna.jpg,6,07.09.52.28,219.8744,07.02.14.35,212.2431,03.02.09.29,92.1581,06.12.42.48,192.7133,10.28.07.26,328.1239,04.23.52.13,143.8703,NO,,Ketu systematic +2.7 deg vs Swiss mean node (stable across pages).
2025-11-12,p25-margashirsha-krishna.jpg,7,07.10.35.28,220.5911,07.01.31.47,211.5297,03.02.09.05,92.1514,06.13.57.46,193.9628,10.28.05.36,328.0933,04.23.48.02,143.8006,NO,,Ketu systematic +2.7 deg vs Swiss mean node (stable across pages).
2025-11-13,p25-margashirsha-krishna.jpg,8,07.11.28.10,221.4694,07.00.49.00,210.8167,03.02.08.36,92.1433,06.15.12.44,195.2122,10.28.03.56,328.0656,04.23.44.42,143.7450,NO,,Ketu systematic +2.7 deg vs Swiss mean node (stable across pages). Tithi labeled 09 (navami); tithi 08 (ashtami) kshaya/omitted. Mars +0.88 deg/day step (steep vs +0.71 typical).
2025-11-14,p25-margashirsha-krishna.jpg,9,07.12.00.58,222.0161,07.00.06.23,210.1064,03.02.08.08,92.1356,06.16.27.42,196.4617,10.28.02.26,328.0406,04.23.42.42,143.7117,NO,,Ketu systematic +2.7 deg vs Swiss mean node (stable across pages).
2025-11-15,p25-margashirsha-krishna.jpg,10,07.12.44.01,222.7336,06.29.24.33,209.4092,03.02.07.43,92.1286,06.17.42.55,197.7153,10.28.01.30,328.0250,04.23.38.31,143.6419,NO,,Ketu systematic +2.7 deg vs Swiss mean node (stable across pages).
2025-11-16,p25-margashirsha-krishna.jpg,11,07.13.27.20,223.4556,06.28.42.53,208.7147,03.02.05.28,92.0911,06.18.58.07,198.9686,10.28.00.44,328.0122,04.23.35.20,143.5889,NO,,Ketu systematic +2.7 deg vs Swiss mean node (stable across pages).
2025-11-17,p25-margashirsha-krishna.jpg,12,07.14.20.31,224.3419,06.28.01.23,208.0231,03.02.03.53,92.0647,06.20.13.29,200.2247,10.27.59.58,327.9994,04.23.32.09,143.5358,NO,,Ketu systematic +2.7 deg vs Swiss mean node (stable across pages). Mars +0.89 deg/day step (steep vs +0.71 typical).
2025-11-18,p25-margashirsha-krishna.jpg,13,07.14.53.42,224.8950,06.27.29.34,207.4928,03.02.02.28,92.0411,06.21.28.31,201.4753,10.27.59.12,327.9867,04.23.28.58,143.4828,NO,,Ketu systematic +2.7 deg vs Swiss mean node (stable across pages). Tithi 13 repeated (vriddhi trayodashi). Mercury -0.53 then -0.86 deg/day wobble around this row.
2025-11-19,p25-margashirsha-krishna.jpg,14,07.15.36.53,225.6147,06.26.37.55,206.6319,03.02.01.03,92.0175,06.22.43.43,202.7286,10.27.58.26,327.9739,04.23.25.47,143.4297,NO,,Ketu systematic +2.7 deg vs Swiss mean node (stable across pages).
2025-11-20,p25-margashirsha-krishna.jpg,15,07.16.20.04,226.3344,06.25.56.26,205.9406,03.01.59.39,91.9942,06.23.58.55,203.9819,10.27.57.40,327.9611,04.23.22.36,143.3767,NO,,Ketu systematic +2.7 deg vs Swiss mean node (stable across pages). Tithi labeled 30 (amavasya).
2025-11-21,p25-margashirsha-shukla.jpg,1,07.17.45.44,227.7622,06.25.24.37,205.4103,03.01.58.25,91.9736,06.25.24.07,205.4019,10.27.56.54,327.9483,04.22.29.26,142.4906,NO,,Ketu systematic +2.4 deg vs Swiss mean node (stable across pages); Mars R1 PP=45/VV=44 as seen (KNOWN says 07.17.03.44); BB=17 inferred from rate (glyph ambiguous 17/19); Venus R1 PP=24 as seen (KNOWN 54) - rate 1.08deg/d supports 24
2025-11-22,p25-margashirsha-shukla.jpg,2,07.18.30.24,228.5067,06.24.57.21,204.9558,03.01.55.24,91.9233,06.26.29.30,206.4917,10.27.56.34,327.9428,04.22.26.25,142.4403,NO,,Ketu systematic +2.4 deg vs Swiss mean node (stable across pages)
2025-11-23,p25-margashirsha-shukla.jpg,3,07.19.13.44,229.2289,06.24.39.45,204.6625,03.01.52.33,91.8758,06.27.44.53,207.7481,10.27.56.25,327.9403,04.22.23.04,142.3844,NO,,Ketu systematic +2.4 deg vs Swiss mean node (stable across pages); Ketu R3->R4 -13' jump vs typical -3'/d (possible misread/misprint)
2025-11-24,p25-margashirsha-shukla.jpg,4,07.19.57.24,229.9567,06.24.26.52,204.4478,03.01.49.32,91.8256,06.29.00.26,209.0072,10.27.55.56,327.9322,04.22.09.53,142.1647,NO,,Ketu systematic +2.4 deg vs Swiss mean node (stable across pages); Ketu R3->R4 -13' jump vs typical -3'/d (possible misread/misprint)
2025-11-25,p25-margashirsha-shukla.jpg,5,07.20.40.44,230.6789,06.24.27.35,204.4597,03.01.46.52,91.7811,07.00.25.39,210.4275,10.27.55.37,327.9269,04.22.06.42,142.1117,NO,,Ketu systematic +2.4 deg vs Swiss mean node (stable across pages)
2025-11-26,p25-margashirsha-shukla.jpg,6,07.21.24.33,231.4092,06.24.27.35,204.4597,03.01.44.02,91.7339,07.01.31.02,211.5172,10.27.55.28,327.9244,04.22.03.31,142.0586,NO,,Ketu systematic +2.4 deg vs Swiss mean node (stable across pages)
2025-11-27,p25-margashirsha-shukla.jpg,7,07.22.07.42,232.1283,06.24.28.20,204.4722,03.01.41.22,91.6894,07.02.46.24,212.7733,10.27.54.59,327.9164,04.22.00.22,142.0061,NO,,Ketu systematic +2.4 deg vs Swiss mean node (stable across pages)
2025-11-28,p25-margashirsha-shukla.jpg,8,07.22.51.38,232.8606,06.25.24.38,205.4106,03.01.38.22,91.6394,07.04.01.46,214.0294,10.27.54.40,327.9111,04.21.57.21,141.9558,NO,,Ketu systematic +2.4 deg vs Swiss mean node (stable across pages); Mercury erratic around Nov 29 station - values as seen
2025-11-29,p25-margashirsha-shukla.jpg,9,07.23.35.34,233.5928,06.25.50.21,205.8392,03.01.34.26,91.5739,07.05.27.26,215.4572,10.27.54.47,327.9131,04.21.54.00,141.9,NO,,Ketu systematic +2.4 deg vs Swiss mean node (stable across pages); Mercury erratic around Nov 29 station - values as seen
2025-11-30,p25-margashirsha-shukla.jpg,10,07.24.19.30,234.325,06.26.25.44,206.4289,03.01.29.51,91.4975,07.06.33.06,216.5517,10.27.55.53,327.9314,04.21.50.41,141.8447,NO,,Ketu systematic +2.4 deg vs Swiss mean node (stable across pages); Mercury erratic around Nov 29 station - values as seen
2025-12-01,p25-margashirsha-shukla.jpg,11,07.25.03.26,235.0572,06.27.01.27,207.0242,03.01.25.36,91.4267,07.07.48.46,217.8128,10.27.56.59,327.9497,04.21.47.38,141.7939,NO,,Ketu systematic +2.4 deg vs Swiss mean node (stable across pages)
2025-12-02,p25-margashirsha-shukla.jpg,12,07.25.47.22,235.7894,06.27.36.50,207.6139,03.01.21.22,91.3561,07.09.04.25,219.0736,10.27.58.04,327.9678,04.21.44.27,141.7408,NO,,Ketu systematic +2.4 deg vs Swiss mean node (stable across pages)
2025-12-03,p25-margashirsha-shukla.jpg,13,07.26.31.28,236.5244,06.28.22.23,208.3731,03.01.17.06,91.285,07.10.20.04,220.3344,10.27.59.09,327.9858,04.21.41.26,141.6906,NO,,Ketu systematic +2.4 deg vs Swiss mean node (stable across pages)
2025-12-04,p25-margashirsha-shukla.jpg,14,,,,,03.01.14.51,91.2475,07.11.35.43,221.5953,10.28.00.24,328.0067,04.21.38.06,141.635,NO,,Ketu systematic +2.4 deg vs Swiss mean node (stable across pages); Mars R14 not on page (kalash footer) - left empty; Mercury R14 not readable - left empty
2025-12-05,p25-pausha-krishna.jpg,1,07.27.15.14,237.2539,06.28.47.56,208.7989,03.01.08.36,91.1433,07.22.51.22,232.8561,10.28.10.29,328.1747,04.21.34.56,141.5822,NO,,"Venus column corrupt (+11.8 deg Dec 5 decaying to ~+0.5 deg Dec 20, verified vs Swiss; recurring defect class, also seen Kartika Shukla page); exclude Venus from fits. Ketu systematic +2.2 deg vs Swiss mean node. Mars r1 07.27.15.14 differs from brief KNOWN 07.27.25.54 (transcribed as seen). Saturn 5-group typeset quirk rows Dec5-10 (spurious extra danda group; normalized to rashi|bhaga|pala|vipala using last group as vipala; arcsecond-level only)."
2025-12-06,p25-pausha-krishna.jpg,2,07.27.59.33,237.9925,06.29.53.08,209.8856,03.01.03.25,91.0569,07.24.06.58,234.1161,10.28.10.47,328.1797,04.21.31.45,141.5292,NO,,"Venus column corrupt (+11.8 deg Dec 5 decaying to ~+0.5 deg Dec 20, verified vs Swiss; recurring defect class, also seen Kartika Shukla page); exclude Venus from fits. Ketu systematic +2.2 deg vs Swiss mean node. Saturn 5-group typeset quirk rows Dec5-10 (spurious extra danda group; normalized to rashi|bhaga|pala|vipala using last group as vipala; arcsecond-level only)."
2025-12-07,p25-pausha-krishna.jpg,3,07.28.43.51,238.7308,07.00.58.20,210.9722,03.00.57.54,90.9650,07.25.22.34,235.3761,10.28.10.43,328.1786,04.21.28.34,141.4761,NO,,"Venus column corrupt (+11.8 deg Dec 5 decaying to ~+0.5 deg Dec 20, verified vs Swiss; recurring defect class, also seen Kartika Shukla page); exclude Venus from fits. Ketu systematic +2.2 deg vs Swiss mean node. Saturn 5-group typeset quirk rows Dec5-10 (spurious extra danda group; normalized to rashi|bhaga|pala|vipala using last group as vipala; arcsecond-level only)."
2025-12-08,p25-pausha-krishna.jpg,4,07.29.28.09,239.4692,07.02.03.31,212.0586,03.00.52.33,90.8758,07.26.38.20,236.6389,10.28.10.20,328.1722,04.21.25.23,141.4231,NO,,"Venus column corrupt (+11.8 deg Dec 5 decaying to ~+0.5 deg Dec 20, verified vs Swiss; recurring defect class, also seen Kartika Shukla page); exclude Venus from fits. Ketu systematic +2.2 deg vs Swiss mean node. Saturn r4 print defect: spurious danda creates 5 groups (10.28.10.59.20 as printed); deg not computed. Saturn 5-group typeset quirk rows Dec5-10 (spurious extra danda group; normalized to rashi|bhaga|pala|vipala using last group as vipala; arcsecond-level only)."
2025-12-09,p25-pausha-krishna.jpg,5,08.00.12.27,240.2075,07.03.08.42,213.1450,03.00.47.22,90.7894,07.27.53.46,237.8961,10.28.10.37,328.1769,04.21.22.12,141.3700,NO,,"Venus column corrupt (+11.8 deg Dec 5 decaying to ~+0.5 deg Dec 20, verified vs Swiss; recurring defect class, also seen Kartika Shukla page); exclude Venus from fits. Ketu systematic +2.2 deg vs Swiss mean node. Saturn r5 print defect: spurious danda creates 5 groups (10.28.10.08.37 as printed); deg not computed. Saturn 5-group typeset quirk rows Dec5-10 (spurious extra danda group; normalized to rashi|bhaga|pala|vipala using last group as vipala; arcsecond-level only)."
2025-12-10,p25-pausha-krishna.jpg,6,08.00.56.45,240.9458,07.04.13.53,214.2314,03.00.41.51,90.6975,07.23.09.22,233.1561,10.28.11.04,328.1844,04.21.19.01,141.3169,NO,,"Venus column corrupt (+11.8 deg Dec 5 decaying to ~+0.5 deg Dec 20, verified vs Swiss; recurring defect class, also seen Kartika Shukla page); exclude Venus from fits. Ketu systematic +2.2 deg vs Swiss mean node. Saturn r6 print defect: spurious danda creates 5 groups (10.28.11.00.04 as printed); deg not computed. Venus r6 07.23.09.22 non-monotonic (rows 6-8 discontinuity). Saturn 5-group typeset quirk rows Dec5-10 (spurious extra danda group; normalized to rashi|bhaga|pala|vipala using last group as vipala; arcsecond-level only)."
2025-12-11,p25-pausha-krishna.jpg,7,08.01.41.03,241.6842,07.05.19.04,215.3178,03.00.36.31,90.6086,07.20.24.58,230.4161,10.28.11.04,328.1844,04.21.15.51,141.2642,NO,,"Venus column corrupt (+11.8 deg Dec 5 decaying to ~+0.5 deg Dec 20, verified vs Swiss; recurring defect class, also seen Kartika Shukla page); exclude Venus from fits. Ketu systematic +2.2 deg vs Swiss mean node. Venus r7 07.20.24.58 non-monotonic (rows 6-8 discontinuity)."
2025-12-12,p25-pausha-krishna.jpg,8,08.02.25.21,242.4225,07.06.24.15,216.4042,03.00.31.21,90.5225,07.22.40.34,232.6761,10.28.11.32,328.1922,04.21.12.41,141.2114,NO,,"Venus column corrupt (+11.8 deg Dec 5 decaying to ~+0.5 deg Dec 20, verified vs Swiss; recurring defect class, also seen Kartika Shukla page); exclude Venus from fits. Ketu systematic +2.2 deg vs Swiss mean node. Venus r8 07.22.40.34 non-monotonic (rows 6-8 discontinuity)."
